year,old_care_vir,young_care_vir,old_fare_vir,young_fare_vir,old_loya_vir,young_loya_vir,old_auth_vir,young_auth_vir,old_sanc_vir,young_sanc_vir,old_care_vic,young_care_vic,old_fare_vic,young_fare_vic,old_loya_vic,young_loya_vic,old_auth_vic,young_auth_vic,old_sanc_vic,young_sanc_vic,old_care,old_fare,old_loya,old_auth,old_sanc,old_virtue,old_vice,young_care,young_fare,young_loya,young_auth,young_sanc,young_virtue,young_vice
1991,0.215525,0.21781382,-0.21683456,-0.102951095,0.08839346,0.27433822,0.21842434,0.29793763,0.36213684,0.43570065,0.17785951,0.08277832,0.3104537,0.27451724,0.19990058,0.19235805,0.096443504,-0.0010623857,0.43476647,0.35717934,0.17785951,0.3104537,0.19990058,0.096443504,0.43476647,0.13352901935577394,0.24388475418090821,0.08277832,0.27451724,0.19235805,-0.0010623857,0.35717934,0.22456784248352052,0.1811541199684143
1992,0.26832625,0.26447314,-0.19799554,-0.1533157,0.18109886,0.32741344,0.2378942,0.26337674,0.50686336,0.4930815,0.18564576,0.07691107,0.30503017,0.26186502,0.26652902,0.18922202,0.13072044,0.064876825,0.6097081,0.44808704,0.18564576,0.30503017,0.26652902,0.13072044,0.6097081,0.19923741817474366,0.2995266914367676,0.07691107,0.26186502,0.18922202,0.064876825,0.44808704,0.23900582790374755,0.20819239616394042
1993,0.30908227,0.2879622,-0.2000217,-0.11880594,0.1730041,0.33437526,0.20751342,0.24526438,0.49172473,0.5097991,0.18876623,0.0843386,0.30349848,0.20159903,0.3289314,0.2533675,0.104506396,-0.029099341,0.59640145,0.44784516,0.18876623,0.30349848,0.3289314,0.104506396,0.59640145,0.19626057147979736,0.3044207811355591,0.0843386,0.20159903,0.2533675,-0.029099341,0.44784516,0.25171899795532227,0.19161019325256348
1994,0.3039508,0.26812017,-0.1894325,-0.1559678,0.10660954,0.2715578,0.20537949,0.23560409,0.42530867,0.45602754,0.2164377,0.07470389,0.3246962,0.21966934,0.21165957,0.13943028,0.051605165,-0.03375427,0.54109216,0.4102447,0.2164377,0.3246962,0.21165957,0.051605165,0.54109216,0.170363187789917,0.2690981388092041,0.07470389,0.21966934,0.13943028,-0.03375427,0.4102447,0.21506836414337158,0.16205878257751466
1995,0.27008232,0.22381225,-0.2041313,-0.110372975,0.09835618,0.25490656,0.17707863,0.18877193,0.39167166,0.40019023,0.2035412,0.018577218,0.26544043,0.15790112,0.16921945,0.08298084,0.037217334,-0.09089242,0.33136436,0.22380303,0.2035412,0.26544043,0.16921945,0.037217334,0.33136436,0.14661149978637694,0.20135655403137206,0.018577218,0.15790112,0.08298084,-0.09089242,0.22380303,0.19146161079406737,0.07847396135330201
1996,0.23621754,0.242617,-0.2297917,-0.14071685,0.06644476,0.2768159,0.12828365,0.17398047,0.3214971,0.4165244,0.16316274,0.02080689,0.31362224,0.22185597,0.14591253,0.12902863,0.06627623,-0.056123603,0.38090336,0.2912972,0.16316274,0.31362224,0.14591253,0.06627623,0.38090336,0.10453027486801147,0.2139754295349121,0.02080689,0.22185597,0.12902863,-0.056123603,0.2912972,0.19384418725967406,0.12137300968170166
1997,0.2683288,0.23116559,-0.23569532,-0.17957973,0.067350976,0.23482463,0.18474089,0.19838281,0.3255872,0.37225735,0.12590054,-0.02432106,0.28010002,0.19766943,0.07542288,0.07543877,0.009739408,-0.08163138,0.36728057,0.2646581,0.12590054,0.28010002,0.07542288,0.009739408,0.36728057,0.12206251621246338,0.17168867588043213,-0.02432106,0.19766943,0.07543877,-0.08163138,0.2646581,0.17141013145446776,0.08636276721954346
1998,0.3333995,0.26703247,-0.19861355,-0.1535372,0.122561455,0.2899359,0.21402496,0.2147958,0.41882724,0.43709734,0.14914447,-0.021211598,0.4533249,0.3026712,0.13497856,0.05813598,-0.0010526907,-0.16782019,0.48462915,0.29594606,0.14914447,0.4533249,0.13497856,-0.0010526907,0.48462915,0.17803992033004762,0.24420490264892578,-0.021211598,0.3026712,0.05813598,-0.16782019,0.29594606,0.21106486320495604,0.09354429244995117
1999,0.27663502,0.25642946,-0.17141482,-0.113522395,0.17431477,0.34023488,0.1637468,0.17430928,0.4264822,0.5112353,0.15373239,-0.024484038,0.3147411,0.18534558,0.1600457,0.095132254,0.05552773,-0.120900825,0.38796264,0.24567801,0.15373239,0.3147411,0.1600457,0.05552773,0.38796264,0.1739527940750122,0.214401912689209,-0.024484038,0.18534558,0.095132254,-0.120900825,0.24567801,0.23373732566833497,0.07615419626235961
2000,0.23465902,0.2861626,-0.17030883,-0.097461656,0.13767934,0.32883587,0.16903982,0.17779788,0.4182009,0.47803646,0.18638034,0.012653891,0.3106626,0.2326254,0.18091798,0.16277607,0.12485061,-0.019709714,0.4362477,0.3091579,0.18638034,0.3106626,0.18091798,0.12485061,0.4362477,0.1578540563583374,0.24781184196472167,0.012653891,0.2326254,0.16277607,-0.019709714,0.3091579,0.23467421531677246,0.13950071334838868
2001,0.1997577,0.22561389,-0.2506545,-0.11400425,0.091007486,0.33571678,0.08415877,0.17033753,0.36215717,0.47275853,0.12581024,0.00075583905,0.26457828,0.17265159,0.12555054,0.1203265,0.055651817,-0.10898413,0.39885992,0.26581997,0.12581024,0.26457828,0.12555054,0.055651817,0.39885992,0.09728532433509826,0.19409016370773316,0.00075583905,0.17265159,0.1203265,-0.10898413,0.26581997,0.2180845022201538,0.0901139497756958
2002,0.29722947,0.2675207,-0.21065809,-0.106414795,0.11669453,0.309174,0.13392287,0.14390863,0.38509774,0.47104755,0.1477082,-0.0032989085,0.3465015,0.23061311,0.16522324,0.16853037,0.102091655,-0.103614524,0.5331281,0.35069543,0.1477082,0.3465015,0.16522324,0.102091655,0.5331281,0.14445730447769164,0.25893054008483884,-0.0032989085,0.23061311,0.16853037,-0.103614524,0.35069543,0.21704721450805664,0.1285851001739502
2003,0.24364115,0.20537668,-0.25926426,-0.12828717,0.100319624,0.28428787,0.0837449,0.0968982,0.35020635,0.4215855,0.089401886,-0.07398093,0.19173434,0.12735899,0.12195494,0.14160459,-0.036089897,-0.18005161,0.3447517,0.19604987,0.089401886,0.19173434,0.12195494,-0.036089897,0.3447517,0.10372955799102783,0.14235059022903443,-0.07398093,0.12735899,0.14160459,-0.18005161,0.19604987,0.17597222328186035,0.04219618141651153
2004,0.26567334,0.27168423,-0.18036139,-0.13428998,0.14446707,0.30215502,0.16057608,0.1610133,0.40706325,0.42666844,0.15613475,0.0028343461,0.22169527,0.12833795,0.09787358,0.123608425,-0.02919038,-0.16302508,0.36791688,0.20223337,0.15613475,0.22169527,0.09787358,-0.02919038,0.36791688,0.1594836711883545,0.16288602352142334,0.0028343461,0.12833795,0.123608425,-0.16302508,0.20223337,0.205446195602417,0.058797800540924074
2005,0.22458878,0.28782332,-0.1878834,-0.036080673,0.1439993,0.36298317,0.113539025,0.18823674,0.39550158,0.41113973,0.15320912,0.0344745,0.30231297,0.25479305,0.28189975,0.20902589,-0.023718946,-0.13872962,0.38134608,0.25137752,0.15320912,0.30231297,0.28189975,-0.023718946,0.38134608,0.1379490613937378,0.21900980472564696,0.0344745,0.25479305,0.20902589,-0.13872962,0.25137752,0.24282045364379884,0.1221882700920105
