year,old_care_vir,young_care_vir,old_care_vic,young_care_vic,old_fare_vir,young_fare_vir,old_fare_vic,young_fare_vic,old_loya_vir,young_loya_vir,old_loya_vic,young_loya_vic,old_auth_vir,young_auth_vir,old_auth_vic,young_auth_vic,old_sanc_vir,young_sanc_vir,old_sanc_vic,young_sanc_vic,old_care,old_fare,old_loya,old_auth,old_sanc,old_virtue,old_vice,young_care,young_fare,young_loya,young_auth,young_sanc,young_virtue,young_vice
1983,0.032810163,0.09803842,0.31924796,0.12934357,-0.14051905,0.0059948564,0.2706462,0.27994835,0.06348044,0.2656396,0.23456012,0.1094609,-0.09968541,0.008790784,-0.031098515,-0.12944831,0.28166527,0.3657522,0.3029083,0.20591798,0.31924796,0.2706462,0.23456012,-0.031098515,0.3029083,0.02755028009414673,0.2192528247833252,0.12934357,0.27994835,0.1094609,-0.12944831,0.20591798,0.1488431692123413,0.11904449462890625
1984,-0.020951726,0.067632124,0.4120346,0.13062418,-0.15415728,-0.079627566,0.13561834,0.12393798,0.08348873,0.25077963,0.37108487,0.09357548,-0.08731169,-0.036052622,0.05121015,-0.08844679,0.28381497,0.30160606,0.47478282,0.26984486,0.4120346,0.13561834,0.37108487,0.05121015,0.47478282,0.020976603031158447,0.28894615173339844,0.13062418,0.12393798,0.09357548,-0.08844679,0.26984486,0.10086753368377685,0.10590713024139405
1985,0.049070816,0.047197044,0.35152096,0.09653203,-0.091172315,-0.031279393,0.28218102,0.15675355,0.10084338,0.25763538,0.48166227,0.25212264,0.021194091,0.05911155,0.04402246,-0.09707974,0.35373294,0.40992537,0.3889934,0.19411589,0.35152096,0.28218102,0.48166227,0.04402246,0.3889934,0.08673378229141235,0.3096760272979736,0.09653203,0.15675355,0.25212264,-0.09707974,0.19411589,0.14851799011230468,0.12048887014389038
1986,-0.015319563,0.05250038,0.2795458,0.111193866,-0.14092626,0.020738624,0.3638379,0.31412178,0.10213041,0.2771936,0.42856753,0.31874096,-0.057971932,0.023269683,0.19230969,0.025214171,0.36481535,0.45762217,0.42618197,0.28606907,0.2795458,0.3638379,0.42856753,0.19230969,0.42618197,0.05054560303688049,0.3380886077880859,0.111193866,0.31412178,0.31874096,0.025214171,0.28606907,0.16626489162445068,0.21106796264648436
1987,-0.007555034,0.05572804,0.39383295,0.20624861,-0.16409558,0.004776437,0.25687438,0.24243635,0.1009521,0.29399827,0.4893278,0.3306387,-0.014265999,0.051693436,0.3835405,0.14445823,0.34057906,0.37789583,0.4115591,0.26744157,0.39383295,0.25687438,0.4893278,0.3835405,0.4115591,0.051122909784317015,0.3870269536972046,0.20624861,0.24243635,0.3306387,0.14445823,0.26744157,0.1568184018135071,0.23824470043182372
1988,0.020461682,0.039993316,0.32100523,0.16377634,-0.11544551,-0.012668405,0.370713,0.311168,0.14910847,0.30789015,0.4588005,0.2680722,-0.0022507515,-0.0023923442,0.14840353,0.036931228,0.39061356,0.3653794,0.44752073,0.24286538,0.32100523,0.370713,0.4588005,0.14840353,0.44752073,0.08849748969078064,0.34928858280181885,0.16377634,0.311168,0.2680722,0.036931228,0.24286538,0.1396404266357422,0.2045626163482666
1989,-0.026388815,0.05788935,0.2056068,0.112185426,-0.18458846,-0.021661844,0.22779201,0.22699618,0.056194663,0.25155804,0.3614636,0.2677169,-0.09819432,-0.019165859,-0.056190673,-0.034854818,0.33836913,0.39130265,0.3353061,0.3064854,0.2056068,0.22779201,0.3614636,-0.056190673,0.3353061,0.01707844138145447,0.21479556560516358,0.112185426,0.22699618,0.2677169,-0.034854818,0.3064854,0.1319844603538513,0.17570582628250123
1990,-0.045126427,0.051284328,0.3031761,0.1389813,-0.19609767,-0.07163862,0.12321002,0.18211868,0.01775691,0.17597714,0.39171505,0.26801434,-0.11884594,-0.07677252,-0.079575986,-0.022475742,0.28744853,0.37084916,0.31921405,0.2154486,0.3031761,0.12321002,0.39171505,-0.079575986,0.31921405,-0.010972917079925537,0.2115478515625,0.1389813,0.18211868,0.26801434,-0.022475742,0.2154486,0.08993989825248719,0.15641744136810304
1991,-0.013245538,0.0092492215,0.39569056,0.23839132,-0.17929143,-0.045764327,0.13561544,0.116780266,0.06206083,0.2352756,0.2978458,0.18039146,-0.01930584,-0.019431682,0.015111216,0.038360864,0.30989432,0.4115344,0.44144738,0.27391267,0.39569056,0.13561544,0.2978458,0.015111216,0.44144738,0.032022470235824586,0.25714209079742434,0.23839132,0.116780266,0.18039146,0.038360864,0.27391267,0.11817264556884766,0.16956732273101807
1992,-0.016142499,0.03173171,0.40212587,0.2113473,-0.15270974,-0.08023226,0.1895383,0.15446737,0.18366495,0.3205053,0.43926394,0.30955416,-0.0024447907,-0.011318222,0.12122631,0.12850171,0.42757508,0.4427195,0.5870156,0.42664036,0.40212587,0.1895383,0.43926394,0.12122631,0.5870156,0.0879885971546173,0.34783401489257815,0.2113473,0.15446737,0.30955416,0.12850171,0.42664036,0.14068119525909423,0.2461021900177002
1993,0.024676014,0.06889052,0.35622773,0.20533605,-0.1630586,-0.047519363,0.1396656,0.11806593,0.20084405,0.29437423,0.6488198,0.48256546,-0.08434281,-0.045159847,0.39096767,0.12320828,0.43168953,0.48799485,0.5765943,0.42395067,0.35622773,0.1396656,0.6488198,0.39096767,0.5765943,0.08196163773536683,0.4224550247192383,0.20533605,0.11806593,0.48256546,0.12320828,0.42395067,0.15171607732772827,0.27062528133392333
1994,-0.009746186,0.0070610903,0.47089458,0.2560454,-0.17372401,-0.11286379,0.11658882,0.017068101,0.17396814,0.2504671,0.50064427,0.33668464,-0.056450076,-0.050051223,0.14711817,0.045311365,0.36722144,0.41246772,0.60684204,0.428811,0.47089458,0.11658882,0.50064427,0.14711817,0.60684204,0.060253864526748656,0.3684175729751587,0.2560454,0.017068101,0.33668464,0.045311365,0.428811,0.10141618251800537,0.21678409576416016
1995,0.0033705924,0.04449745,0.43659753,0.20433877,-0.21188182,-0.06736415,0.10243122,0.006801948,0.14231977,0.24989976,0.41099575,0.16741116,-0.12638533,-0.161675,0.12161904,-0.072356835,0.34128958,0.35732746,0.4189029,0.21994796,0.43659753,0.10243122,0.41099575,0.12161904,0.4189029,0.029742559790611266,0.29810926914215086,0.20433877,0.006801948,0.16741116,-0.072356835,0.21994796,0.08453710079193115,0.1052286148071289
1996,-0.06743202,-0.014020115,0.34001353,0.16604726,-0.20655815,-0.09088312,0.2359775,0.17594749,0.054443393,0.22442916,0.438508,0.30149543,-0.14228237,-0.12227674,-0.029281478,-0.17529784,0.26518166,0.35202506,0.4033783,0.29121417,0.34001353,0.2359775,0.438508,-0.029281478,0.4033783,-0.01932950019836426,0.27771916389465334,0.16604726,0.17594749,0.30149543,-0.17529784,0.29121417,0.06985484957695007,0.15188130140304565
1997,0.016266868,0.014484876,0.3377483,0.16297862,-0.18633594,-0.10235076,0.15738252,0.0653975,0.11337597,0.22802216,0.47861752,0.32827276,-0.09022437,-0.12602049,0.122375794,0.02216217,0.29507485,0.3323968,0.3882909,0.25957587,0.3377483,0.15738252,0.47861752,0.122375794,0.3882909,0.02963147759437561,0.29688301086425783,0.16297862,0.0653975,0.32827276,0.02216217,0.25957587,0.06930651664733886,0.16767737865447999
1998,0.024501456,0.0269094,0.35701007,0.16321766,-0.15340614,-0.087299556,0.31641793,0.19299501,0.1463204,0.28643513,0.5369904,0.23118056,-0.068287306,-0.07828842,0.2198769,0.023913193,0.39856774,0.42485058,0.49128667,0.27486253,0.35701007,0.31641793,0.5369904,0.2198769,0.49128667,0.06953923106193542,0.38431639671325685,0.16321766,0.19299501,0.23118056,0.023913193,0.27486253,0.1145214319229126,0.17723379135131836
1999,0.04522546,0.064232424,0.2636609,0.07930425,-0.15761963,-0.07610177,0.1833108,0.05452323,0.18626055,0.33082396,0.3502874,0.20517267,-0.13735196,-0.13568486,0.07095765,-0.02246111,0.34712392,0.44354385,0.3742814,0.2533838,0.2636609,0.1833108,0.3502874,0.07095765,0.3742814,0.05672767162322998,0.24849963188171387,0.07930425,0.05452323,0.20517267,-0.02246111,0.2533838,0.12536271810531616,0.1139845609664917
2000,-0.03971625,0.0711222,0.31101418,0.13250759,-0.15905754,-0.062306978,0.16275488,0.07933154,0.15549216,0.3255726,0.3777206,0.24606451,-0.10529353,-0.10710909,0.20893058,0.025179699,0.350613,0.40059483,0.43746462,0.27252042,0.31101418,0.16275488,0.3777206,0.20893058,0.43746462,0.04040756523609161,0.2995769739151001,0.13250759,0.07933154,0.24606451,0.025179699,0.27252042,0.12557470798492432,0.15112075805664063
2001,-0.05236365,0.02110269,0.289351,0.15120275,-0.24257505,-0.07621583,0.19867447,0.0808868,0.13023624,0.32289845,0.43786073,0.24526033,-0.167173,-0.118980974,0.08953196,0.034782574,0.3006601,0.42064983,0.3800258,0.24390113,0.289351,0.19867447,0.43786073,0.08953196,0.3800258,-0.006243067979812622,0.27908878326416015,0.15120275,0.0808868,0.24526033,0.034782574,0.24390113,0.11389083862304687,0.15120671987533568
2002,0.018751044,0.055591248,0.2656805,0.112141855,-0.19159546,-0.05899958,0.21482751,0.078005694,0.10196467,0.2525673,0.53443867,0.37013093,-0.13909325,-0.13950455,0.22430658,0.11339343,0.35410678,0.42361456,0.52227795,0.29852644,0.2656805,0.21482751,0.53443867,0.22430658,0.52227795,0.028826755285263062,0.3523062467575073,0.112141855,0.078005694,0.37013093,0.11339343,0.29852644,0.10665379762649536,0.19443967342376708
2003,-0.0012153313,0.0122028515,0.29959276,0.12793891,-0.21606582,-0.0829312,0.11248154,0.07272367,0.14828819,0.29278466,0.43036598,0.25352022,-0.22750448,-0.17686355,0.1475207,0.09267977,0.300637,0.36563656,0.26492494,0.11604368,0.29959276,0.11248154,0.43036598,0.1475207,0.26492494,0.0008279085159301758,0.2509771823883057,0.12793891,0.07272367,0.25352022,0.09267977,0.11604368,0.08216586112976074,0.1325812578201294
2004,0.017415423,0.051247336,0.30134302,0.15500107,-0.14388111,-0.070782974,0.118945874,0.01782947,0.15836386,0.26533037,0.30757862,0.1746673,-0.113019764,-0.15546882,0.017517835,0.03870309,0.36299604,0.37175483,0.33604985,0.12181152,0.30134302,0.118945874,0.30757862,0.017517835,0.33604985,0.05637488961219787,0.2162870407104492,0.15500107,0.01782947,0.1746673,0.03870309,0.12181152,0.09241614937782287,0.10160249471664429
2005,-0.024065454,0.076668434,0.32801607,0.20284906,-0.18768746,0.005051218,0.13501589,0.14286825,0.18230268,0.3494318,0.58613247,0.35308677,-0.19726722,-0.14307281,0.0746187,0.06349677,0.3585595,0.40788922,0.44464692,0.20093745,0.32801607,0.13501589,0.58613247,0.0746187,0.44464692,0.026368409395217896,0.3136860132217407,0.20284906,0.14286825,0.35308677,0.06349677,0.20093745,0.1391935706138611,0.19264765977859497
