year,mean_similarity,95percent_lower,95percent_upper
1950,0.09293393,0.06295880675315857,0.12193506956100464
1951,0.05560219,0.028430432081222534,0.07993364334106445
1952,0.11961047,0.086565762758255,0.14978811144828796
1953,0.12075262,0.08231838047504425,0.15647880733013153
1954,0.12258947,0.08337229490280151,0.16065694391727448
1955,0.1777512,0.12733912467956543,0.2231789231300354
1956,0.14199428,0.10004237294197083,0.17847353219985962
1957,0.12035487,0.08663839101791382,0.1497786045074463
1958,0.08453262,0.05574238300323486,0.11164525151252747
1959,0.108297706,0.0729580670595169,0.14004123210906982
1960,0.10855968,0.07300646603107452,0.14318180084228516
1961,0.09172742,0.05867481231689453,0.1230185329914093
1962,0.08034074,0.049321308732032776,0.11126548051834106
1963,0.13277045,0.0936102569103241,0.16697832942008972
1964,0.104612336,0.06880195438861847,0.13937312364578247
1965,0.07441284,0.04118627309799194,0.10524168610572815
1966,0.08903094,0.05147220194339752,0.12143722176551819
1967,0.07700815,0.04698842763900757,0.10446324944496155
1968,0.0010174119,-0.029190436005592346,0.0321199893951416
1969,0.074675,0.04424488544464111,0.10605651140213013
1970,-0.00092019205,-0.024804726243019104,0.021124422550201416
1971,0.08893113,0.046548470854759216,0.12493520975112915
1972,0.09230986,0.060127660632133484,0.12223714590072632
1973,0.13186073,0.09140472114086151,0.17129357159137726
1974,0.07743847,0.0428185909986496,0.10834726691246033
1975,0.059073944,0.028289154171943665,0.0888545960187912
1976,0.083725914,0.052927106618881226,0.11513184010982513
1977,0.08603265,0.050068169832229614,0.11730024218559265
1978,0.10421094,0.0709880143404007,0.1327214539051056
1979,0.10238216,0.0707673728466034,0.13255977630615234
1980,0.090387255,0.05673268437385559,0.11951658129692078
1981,0.09548198,0.06294330954551697,0.12700429558753967
1982,0.099263415,0.06348282098770142,0.13098964095115662
1983,0.096380115,0.06277129054069519,0.12716954946517944
1984,0.08404329,0.04781311750411987,0.1146758496761322
1985,0.13612778,0.09896741807460785,0.17260438203811646
1986,0.09262088,0.05840252339839935,0.12422949075698853
1987,0.15272458,0.11586171388626099,0.1871298849582672
1988,0.107122615,0.07382823526859283,0.13568076491355896
1989,0.112682834,0.07572506368160248,0.14408820867538452
1990,0.093375236,0.05914019048213959,0.12461897730827332
1991,0.09647606,0.062152206897735596,0.12865614891052246
1992,0.07513814,0.04795137047767639,0.10048532485961914
1993,0.080097824,0.05032433569431305,0.10611146688461304
1994,0.10841338,0.07483834028244019,0.1379987895488739
1995,0.12366048,0.08610129356384277,0.15875418484210968
1996,0.0719768,0.04069356620311737,0.10181045532226562
1997,0.07857473,0.044036298990249634,0.10779798030853271
1998,0.11006718,0.07917311787605286,0.1391955316066742
1999,0.06769066,0.040962621569633484,0.0910625159740448
2000,0.10902876,0.07461380958557129,0.14150920510292053
2001,0.1002971,0.06522950530052185,0.13273632526397705
2002,0.0838388,0.052561789751052856,0.11315912008285522
2003,0.088775635,0.05522319674491882,0.11884856224060059
2004,0.098945506,0.05993722379207611,0.13553500175476074
2005,0.11902173,0.07689152657985687,0.1557772159576416
2006,0.115052894,0.07671597599983215,0.1501041054725647
2007,0.10789809,0.06880401074886322,0.14168919622898102
2008,0.0971671,0.06164191663265228,0.13022679090499878
2009,0.08731145,0.053420379757881165,0.12062117457389832
2010,0.08853352,0.04846353828907013,0.12208278477191925
2011,0.11427632,0.07227367162704468,0.1493300348520279
2012,0.11021257,0.07026149332523346,0.1470154970884323
2013,0.10028663,0.06337864696979523,0.1349867880344391
2014,0.09072333,0.052778929471969604,0.1265535056591034
2015,0.10657973,0.06867565214633942,0.14010827243328094
2016,0.12803705,0.08416827023029327,0.168918177485466
2017,0.108041555,0.07212232053279877,0.14164018630981445
2018,0.12446019,0.08246810734272003,0.16544318199157715
2019,0.11716268,0.07206112146377563,0.1590796411037445
2020,0.11991091,0.07941965758800507,0.16063866019248962
2021,0.102319665,0.06574849784374237,0.1363808810710907
