year,lower,upper,mean
1950,0.020954986289143565,0.06450865045189857,0.04246204
1951,0.004771074652671814,0.04587270803749561,0.025519215
1952,0.03839502409100533,0.08324549347162245,0.06052348
1953,0.03388028703629971,0.09102531857788562,0.062413774
1954,0.03506327569484711,0.09739336892962455,0.06580669
1955,0.06161942686885595,0.12952005714178086,0.09454271
1956,0.037083964236080645,0.096060411632061,0.06634485
1957,0.027146761119365693,0.08039866909384727,0.053659625
1958,0.013074817322194576,0.05693282037973404,0.0350681
1959,0.021825237944722176,0.07466473318636417,0.048042152
1960,0.024658271670341493,0.08083353750407696,0.05232306
1961,0.007820226810872554,0.06495556607842445,0.036868844
1962,0.017654337361454962,0.07006238065659999,0.04323741
1963,0.04296183381229639,0.09852803274989128,0.07111037
1964,0.02685187738388777,0.08690611906349659,0.056914184
1965,0.0084187351167202,0.060342664644122114,0.034523796
1966,0.02156015932559967,0.07499843761324883,0.048176337
1967,0.03081621453166008,0.0725775569677353,0.052382745
1968,-0.02749447785317898,0.013606631755828855,-0.006626566
1969,0.026287443935871124,0.07791829630732536,0.052569315
1970,-0.0235050180926919,0.012443255260586733,-0.005191804
1971,0.0294344712048769,0.08654248714447021,0.058092676
1972,0.033890603482723235,0.08226964846253396,0.057839215
1973,0.050667187198996544,0.11056281551718711,0.08045432
1974,0.023928172886371613,0.07402482517063617,0.04996104
1975,0.01772077679634094,0.06944388151168823,0.04406082
1976,0.02313474901020527,0.06888363547623158,0.046793427
1977,0.03138761855661869,0.07974609956145287,0.055974547
1978,0.0391765657812357,0.09048121534287928,0.06385455
1979,0.025728734210133553,0.0760451715439558,0.051228378
1980,0.016343151964247227,0.06772127225995063,0.042510584
1981,0.013316332548856736,0.06878216303884983,0.040488068
1982,0.014222611114382744,0.06873704269528388,0.043345023
1983,0.017938949167728424,0.07369854152202605,0.046338264
1984,0.010880987718701362,0.06880245245993137,0.04157107
1985,0.03743840083479881,0.09655805267393588,0.066876695
1986,0.016166457533836366,0.06996704861521721,0.04348176
1987,0.04982351046055555,0.10701457299292086,0.07809959
1988,0.029864216595888136,0.07588038332760334,0.05392157
1989,0.024604604206979276,0.08150805905461311,0.05376503
1990,0.017130206525325774,0.07214036397635935,0.045378473
1991,0.023855752497911453,0.0789052326232195,0.0535988
1992,0.015341749042272567,0.055224557965993876,0.036036175
1993,0.017826230078935624,0.06377543471753597,0.040656112
1994,0.03287746626883745,0.08332737311720848,0.058425233
1995,0.03754403591156006,0.09293218478560447,0.066335134
1996,0.018836577795445918,0.0726189576089382,0.04649901
1997,0.015530690550804138,0.06213762536644936,0.039125152
1998,0.035653614439070225,0.08501406610012055,0.060800593
1999,0.022797638922929762,0.06354489922523499,0.043390106
2000,0.03338377438485622,0.08583953492343425,0.061203398
2001,0.029728269949555398,0.08416469991207122,0.05867726
2002,0.027453798800706863,0.07514765746891498,0.05271113
2003,0.018840178661048413,0.07185120582580565,0.046848357
2004,0.023859049007296563,0.07605950459837914,0.0511094
2005,0.027697116136550903,0.08861480243504045,0.059713505
2006,0.028114071115851402,0.08778989240527153,0.05912864
2007,0.023119466565549373,0.07844704687595366,0.051069256
2008,0.01884948518127203,0.06713899821043014,0.04353377
2009,0.010019932314753533,0.05581577047705649,0.03398115
2010,0.010421005636453628,0.062250947579741464,0.037458356
2011,0.025446551293134688,0.0851246789097786,0.056229528
2012,0.024610845744609835,0.09161198921501636,0.058874022
2013,0.021555281430482864,0.07841803543269635,0.050745837
2014,0.019330359995365143,0.08547186665236949,0.05339288
2015,0.03069445937871933,0.09222140721976757,0.060949378
2016,0.0321350084617734,0.10293906852602959,0.06796528
2017,0.033659701608121394,0.09114091210067271,0.06298265
2018,0.034455668181180954,0.10315498188138007,0.07017621
2019,0.02939646616578102,0.09827985931187867,0.06452495
2020,0.027543611451983453,0.08780103474855422,0.05889123
2021,0.03356391843408346,0.09014639519155025,0.062726974
