GDP per capita,year,tight,loose,indi,coll,old_care_vir,young_care_vir,old_care_vic,young_care_vic,old_fare_vir,young_fare_vir,old_fare_vic,young_fare_vic,old_loya_vir,young_loya_vir,old_loya_vic,young_loya_vic,old_auth_vir,young_auth_vir,old_auth_vic,young_auth_vic,old_sanc_vir,young_sanc_vir,old_sanc_vic,young_sanc_vic,old_care,old_fare,old_loya,old_auth,old_sanc,old_virtue,old_vice,young_care,young_fare,young_loya,young_auth,young_sanc,young_virtue,young_vice,old_positive,young_positive,old_negative,young_negative,old_competent,young_competent,old_warm,young_warm,old_incompetent,young_incompetent,old_unwarm,young_unwarm
1519.0,1974,0.0024472996863421,0.0016670622594655,0.0002564915206245,0.0006621787935614,-0.043675847,0.0505021,0.32164493,0.016493417,-0.26023078,-0.08619322,0.19092545,0.11700924,-0.2087597,0.117031485,0.08235645,-0.113683835,-0.011610808,-0.076182425,0.05137324,-0.15227908,-0.091839075,0.022412807,0.0031167604,-0.1212401,0.32164493,0.19092545,0.08235645,0.05137324,0.0031167604,-0.1232232451438903,0.1298833727836608,0.016493417,0.11700924,-0.113683835,-0.15227908,-0.1212401,0.0055141493678092,-0.0507400691509246,0.2186646,0.33440375,0.246791,0.06904064,-0.06922062,0.1711878,0.26630843,0.3372017,0.174369,-0.03502266,0.07107021,-0.10529209
1594.0,1975,0.0024357597139247,0.001762874232073,0.0002645859130154,0.0006895054491695,-0.060236916,0.02541896,0.092231095,-0.105933934,-0.2671419,-0.15479265,-0.051797055,0.019581333,-0.22791755,0.05706364,0.016958073,-0.11298982,-0.1062839,-0.12091526,-0.16627431,-0.15821059,0.051188134,0.07585906,-0.0065161064,-0.091004014,0.092231095,-0.051797055,0.016958073,-0.16627431,-0.0065161064,-0.1220784306526184,-0.0230796605348587,-0.105933934,0.019581333,-0.11298982,-0.15821059,-0.091004014,-0.0234732523560524,-0.0897114038467407,0.28894874,0.31341887,0.21927463,0.054429233,-0.08904114,0.13604103,0.3061871,0.28484058,0.08244097,-0.042552553,0.09324393,-0.118262045
1519.0,1976,0.0024510967989824,0.0018534806541334,0.0002777476193541,0.0007171115555999,-0.032809477,0.07799655,-0.0021641813,-0.094305426,-0.21129194,-0.041295823,-0.01116218,0.039688073,-0.24148129,-0.010954801,-0.054232758,-0.2639528,-0.06594737,0.033717204,-0.23612288,-0.25359282,0.110965,0.09286439,-0.09867088,-0.13805997,-0.0021641813,-0.01116218,-0.054232758,-0.23612288,-0.09867088,-0.0881130099296569,-0.0804705739021301,-0.094305426,0.039688073,-0.2639528,-0.25359282,-0.13805997,0.0304655045270919,-0.1420445919036865,0.29624954,0.22499833,0.01690386,-0.040383697,-0.040972613,0.055581685,0.38991135,0.22003481,0.019089147,-0.018546201,-0.009825479,-0.096031286
1583.0,1977,0.0023510515091922,0.0019301410453778,0.0003016055064912,0.0007209409114027,0.048854083,0.08888079,0.019385196,-0.076123774,-0.19430543,-0.023872443,0.056652233,0.2290312,-0.16368634,0.103721626,0.020053716,-0.116979964,-0.055939857,0.00656398,-0.18559845,-0.20193271,0.11327466,0.14153498,-0.08406427,-0.10164791,0.019385196,0.056652233,0.020053716,-0.18559845,-0.08406427,-0.0503605782985687,-0.0347143143415451,-0.076123774,0.2290312,-0.116979964,-0.20193271,-0.10164791,0.0633657872676849,-0.0535306334495544,0.36806914,0.42346495,0.14887466,0.121416934,-0.020553464,0.15070021,0.4113575,0.37130237,0.058352783,0.042528085,0.14100538,0.024793508
1744.0,1978,0.0022842836085276,0.0020751532791591,0.0003115183242528,0.0007427891610681,-0.06678016,0.066926,0.16709967,0.048398644,-0.23107964,-0.077270746,0.07107928,0.07040854,-0.08177204,0.19956315,0.20138156,0.12649763,-0.05300661,0.017498542,-0.19834432,-0.20090866,0.15371498,0.29725403,0.025806539,0.041174203,0.16709967,0.07107928,0.20138156,-0.19834432,0.025806539,-0.0557846903800964,0.0534045457839965,0.048398644,0.07040854,0.12649763,-0.20090866,0.041174203,0.1007941961288452,0.0171140700578689,0.4364885,0.52099013,0.33826625,0.2623327,0.0019051488,0.20624243,0.38998693,0.4382748,0.15433708,0.07569379,0.19790858,0.10385609
1859.0,1979,0.0022059024586269,0.0022011871231817,0.0003303077156268,0.0007552242177634,-0.09075394,0.042106565,0.10220959,0.07641002,-0.23207916,-0.07922151,0.053682894,0.15307154,-0.031105287,0.21426985,0.14000468,0.048307113,-0.075040706,-0.006862427,-0.10259231,-0.11622891,0.22203295,0.32224417,0.084579475,0.076265305,0.10220959,0.053682894,0.14000468,-0.10259231,0.084579475,-0.0413892298936843,0.055576866865158,0.07641002,0.15307154,0.048307113,-0.11622891,0.076265305,0.0985073268413543,0.0475650131702423,0.4756714,0.512126,0.44999495,0.3503082,0.04819113,0.22398582,0.45660526,0.45844895,0.12315935,0.11072199,0.22162797,0.1580247
1930.0,1980,0.0021275761224127,0.0023366926564092,0.0003642678286195,0.000782439911323,-0.05903764,0.072722584,0.25711548,0.16082904,-0.16693099,-0.02743188,0.16189602,0.21383595,-0.062064804,0.19718853,0.21281025,0.08952602,-0.0841618,-0.0023257602,-0.07031933,-0.11445695,0.22728711,0.35071945,0.3177692,0.2634867,0.25711548,0.16189602,0.21281025,-0.07031933,0.3177692,-0.0289816260337829,0.1758543252944946,0.16082904,0.21383595,0.08952602,-0.11445695,0.2634867,0.1181745886802673,0.1226441621780395,0.4957567,0.55677456,0.50745726,0.38991132,0.0875835,0.2990862,0.47878736,0.5372261,0.24071586,0.20388277,0.36255184,0.28625947
1962.0,1981,0.00206532069959,0.0024698458070023,0.0004111986814661,0.0008067646369746,0.06502691,0.106162965,0.2984506,0.16313046,-0.18702497,-0.04336315,0.18222007,0.19348839,0.043607146,0.23643869,0.34755898,0.1052724,-0.13123652,-0.051461738,-0.07273248,-0.1244931,0.25578195,0.34058946,0.25251245,0.18211368,0.2984506,0.18222007,0.34755898,-0.07273248,0.25251245,0.0092309027910232,0.2016019344329834,0.16313046,0.19348839,0.1052724,-0.1244931,0.18211368,0.1176732420921325,0.1039023637771606,0.4777255,0.5026117,0.48721832,0.37640056,0.109693155,0.27099052,0.5154595,0.50391734,0.13697265,0.09422168,0.35487735,0.26301375
2128.0,1982,0.0020562225601159,0.0025901483591774,0.0004697919450588,0.0008075857695887,0.028583366,0.10435898,0.25620872,0.13645831,-0.18576774,-0.061548077,0.18723226,0.20394138,0.058147907,0.25778633,0.28352892,0.17380694,-0.07736872,0.01963593,-0.038968105,-0.10743812,0.24543276,0.33562303,0.307683,0.24331628,0.25620872,0.18723226,0.28352892,-0.038968105,0.307683,0.0138055145740509,0.1991369605064392,0.13645831,0.20394138,0.17380694,-0.10743812,0.24331628,0.1311712384223938,0.1300169587135315,0.4450094,0.5138942,0.5020077,0.40123916,0.08389326,0.317302,0.5235665,0.53556955,0.17298788,0.16690302,0.43229693,0.36248693
2227.0,1983,0.0020535259348304,0.0026933139546808,0.0005176986562876,0.0008103506281226,0.032810163,0.09803842,0.31924796,0.12934357,-0.14051905,0.0059948564,0.2706462,0.27994835,0.06348044,0.2656396,0.23456012,0.1094609,-0.09968541,0.008790784,-0.031098515,-0.12944831,0.28166527,0.3657522,0.3029083,0.20591798,0.31924796,0.2706462,0.23456012,-0.031098515,0.3029083,0.0275502800941467,0.2192528247833252,0.12934357,0.27994835,0.1094609,-0.12944831,0.20591798,0.1488431692123413,0.1190444946289062,0.48738676,0.50852853,0.5873652,0.42158562,0.085140504,0.30413067,0.5288085,0.51633036,0.21272941,0.15939935,0.4043796,0.29039386
2444.0,1984,0.002084864120921,0.0027975265339099,0.0005674860140386,0.0008243806333894,-0.020951726,0.067632124,0.4120346,0.13062418,-0.15415728,-0.079627566,0.13561834,0.12393798,0.08348873,0.25077963,0.37108487,0.09357548,-0.08731169,-0.036052622,0.05121015,-0.08844679,0.28381497,0.30160606,0.47478282,0.26984486,0.4120346,0.13561834,0.37108487,0.05121015,0.47478282,0.0209766030311584,0.2889461517333984,0.13062418,0.12393798,0.09357548,-0.08844679,0.26984486,0.1008675336837768,0.105907130241394,0.45054695,0.51422954,0.5751609,0.36317968,0.12087706,0.39840013,0.4693437,0.49402007,0.27459115,0.14781992,0.4747478,0.28230885
2619.0,1985,0.00211035976242,0.0028638509337225,0.0006375248388954,0.0008279396267231,0.049070816,0.047197044,0.35152096,0.09653203,-0.091172315,-0.031279393,0.28218102,0.15675355,0.10084338,0.25763538,0.48166227,0.25212264,0.021194091,0.05911155,0.04402246,-0.09707974,0.35373294,0.40992537,0.3889934,0.19411589,0.35152096,0.28218102,0.48166227,0.04402246,0.3889934,0.0867337822914123,0.3096760272979736,0.09653203,0.15675355,0.25212264,-0.09707974,0.19411589,0.1485179901123046,0.1204888701438903,0.50203884,0.51475316,0.5681372,0.38658357,0.15888603,0.34992442,0.5361622,0.4765235,0.31696603,0.18642873,0.45689985,0.26302975
2748.0,1986,0.0021384130196955,0.002913854950519,0.0006995124366134,0.0008164830865098,-0.015319563,0.05250038,0.2795458,0.111193866,-0.14092626,0.020738624,0.3638379,0.31412178,0.10213041,0.2771936,0.42856753,0.31874096,-0.057971932,0.023269683,0.19230969,0.025214171,0.36481535,0.45762217,0.42618197,0.28606907,0.2795458,0.3638379,0.42856753,0.19230969,0.42618197,0.0505456030368804,0.3380886077880859,0.111193866,0.31412178,0.31874096,0.025214171,0.28606907,0.1662648916244506,0.2110679626464843,0.47135222,0.52665734,0.6192603,0.45914462,0.15336752,0.35273784,0.5007041,0.5199138,0.3121122,0.19989799,0.4624504,0.3170302
2931.0,1987,0.0022212901069776,0.0029811147414665,0.0007510217378694,0.0008231104354438,-0.007555034,0.05572804,0.39383295,0.20624861,-0.16409558,0.004776437,0.25687438,0.24243635,0.1009521,0.29399827,0.4893278,0.3306387,-0.014265999,0.051693436,0.3835405,0.14445823,0.34057906,0.37789583,0.4115591,0.26744157,0.39383295,0.25687438,0.4893278,0.3835405,0.4115591,0.051122909784317,0.3870269536972046,0.20624861,0.24243635,0.3306387,0.14445823,0.26744157,0.1568184018135071,0.2382447004318237,0.45903093,0.49610215,0.6198928,0.4590549,0.17473724,0.3532486,0.51835346,0.49634865,0.34678304,0.23692802,0.4830912,0.35702765
