year,lower,upper,mean
1950,0.00616312213242054,0.07708436958491802,0.04177091
1951,-0.007362240739166736,0.05663305073976516,0.024618888
1952,0.025127981230616568,0.09397606551647186,0.0598927
1953,0.017447287403047084,0.10640075653791427,0.062189773
1954,0.018124694190919402,0.10950474496930836,0.06515164
1955,0.03992563132196665,0.1463744729757309,0.09397975
1956,0.01363319605588913,0.11003931835293768,0.06522416
1957,0.011254142411053181,0.09133245274424552,0.052442584
1958,0.0017639558762311944,0.0654293216764927,0.034239575
1959,0.005603912286460401,0.0871762715280056,0.046951227
1960,0.00764797180891037,0.0944006435573101,0.051121525
1961,-0.0067043889313936214,0.07860966846346855,0.03558411
1962,0.0012711141258478166,0.0818709835410118,0.041453734
1963,0.025399028696119787,0.11387565247714519,0.07024919
1964,0.011854414548724889,0.10111023001372813,0.055510767
1965,-0.00575275458395481,0.07081376127898692,0.032933857
1966,0.008580920845270158,0.0830194342881441,0.04670106
1967,0.019294575043022632,0.08009523041546344,0.050702356
1968,-0.03777084574103355,0.024235062673687923,-0.007339114
1969,0.01210372829809785,0.08881528042256832,0.051560838
1970,-0.03508306443691254,0.021426640823483462,-0.006179473
1971,0.013845565728843212,0.0993022996932268,0.056765456
1972,0.020269240625202654,0.09106223694980144,0.056503616
1973,0.03186749666929245,0.12878274396061898,0.07890122
1974,0.013104573264718056,0.08772592507302761,0.04910456
1975,0.0033897411078214665,0.08183615766465664,0.04182463
1976,0.010980562120676041,0.078947065025568,0.045657
1977,0.018974675983190536,0.09011222682893276,0.054060247
1978,0.022754988819360736,0.10087256133556365,0.06238658
1979,0.011838104389607907,0.08799143023788929,0.04984953
1980,0.0023407097905874257,0.07987585850059986,0.041538805
1981,-0.0011441130191087714,0.07821081578731537,0.039280556
1982,0.0023507375270128256,0.08138713724911212,0.041910972
1983,0.0045775467529892925,0.08186671063303948,0.044741463
1984,-0.004739198740571737,0.08058887161314487,0.039381757
1985,0.020891587249934673,0.1054859161376953,0.064795986
1986,0.001808779686689377,0.08070979751646519,0.04177735
1987,0.031651560589671134,0.11916932091116905,0.07613121
1988,0.017926283925771714,0.08456669896841049,0.052333627
1989,0.005998821556568146,0.09306465610861776,0.051911265
1990,0.003406464494764806,0.08398040495812893,0.04459529
1991,0.011269618943333625,0.09328648187220097,0.052337494
1992,0.002744287066161633,0.06239226385951041,0.034831353
1993,0.005378903448581695,0.07254656367003916,0.039272167
1994,0.020784922502934934,0.09195821080356836,0.057551842
1995,0.021479197032749652,0.10632214806973933,0.064853184
1996,0.00523439459502697,0.08560572154819963,0.045871124
1997,0.0031746234744787216,0.07357092425227164,0.037866272
1998,0.021691274270415308,0.09554628990590572,0.059824005
1999,0.010453329235315324,0.07328785061836242,0.04255655
2000,0.01727595254778862,0.0998862825334072,0.06019992
2001,0.013912796787917615,0.09928512498736382,0.057883456
2002,0.01409025751054287,0.08937655426561833,0.051678017
2003,0.0025709092617034915,0.08484985791146754,0.045683812
2004,0.009826500993221998,0.09014476612210273,0.049894944
2005,0.010640858486294747,0.10419406592845916,0.058303274
2006,0.012327020615339279,0.10466777756810189,0.058080338
2007,0.005625996459275485,0.09052534624934196,0.04988196
2008,0.0061572641134262085,0.0791887480765581,0.043014012
2009,-0.004510829597711563,0.06654320433735847,0.03289309
2010,-0.002670731581747532,0.07678149528801441,0.036283776
2011,0.009245234169065952,0.1004227083176374,0.054631714
2012,0.005498986877501012,0.10871838591992854,0.05759156
2013,0.004406588897109034,0.09458861052989959,0.049129847
2014,0.001090345159173012,0.10261084027588367,0.051759284
2015,0.009995468519628048,0.10964069738984107,0.059560325
2016,0.010406637750566005,0.120855513587594,0.06633003
2017,0.014146270602941513,0.1077516660094261,0.061923966
2018,0.013487295340746643,0.11919862143695355,0.06859613
2019,0.009006919339299204,0.11676024347543716,0.06371766
2020,0.007996143400669098,0.10278606638312339,0.057412256
2021,0.016523287817835807,0.10207822397351264,0.06139965
